"Player","Team","Season","Position","Base Salary","Guaranteed Compensation","Date"
"Yannick Djaló","SJE","2014","M","200000","300000","2014-04-01"
"Javier Morales","RSL","2014","M","300000","300000","2014-04-01"
"Michael Parkhurst","CLB","2014","D","275000","300000","2014-04-01"
"Matías Laba","VAN","2014","M","300000","300000","2014-04-01"
"Yannick Djaló","SJE","2014","M","200000","300000","2014-09-15"
"Javier Morales","RSL","2014","M","300000","300000","2014-09-15"
"Michael Parkhurst","CLB","2014","D","275000","300000","2014-09-15"
"Matías Laba","VAN","2014","M","300000","300000","2014-09-15"
"Javier Morales","RSL","2015","M","300000","300000","2015-07-15"
"Jámison Olave","RSL","2015","D","290000","300000","2015-07-15"
"Michael Parkhurst","CLB","2015","D","275000","300000","2015-07-15"
"Amobi Okugo","ORL","2015","M","275000","300000","2015-07-15"
"Javier Morales","RSL","2015","M","300000","300000","2015-09-15"
"Jámison Olave","RSL","2015","D","290000","300000","2015-09-15"
"Michael Parkhurst","CLB","2015","D","275000","300000","2015-09-15"
"Amobi Okugo","SKC","2015","M","275000","300000","2015-09-15"
"Michael Parkhurst","CLB","2016","D","275000","300000","2016-05-15"
"Dillon Powers","COL","2016","M","270000","300000","2016-05-15"
"Donovan Ricketts","POR","2013","GK","275000","300000","2013-05-01"
"Javier Morales","RSL","2013","M","300000","300000","2013-05-01"
"Franco Escobar","ATL","2019","D","300000","300000","2019-06-01"
"Víctor Cabrera","MTL","2019","D","300000","300000","2019-06-01"
"Frédéric Brillant","DCU","2019","D","265000","300000","2019-06-01"
"Eric Remedi","ATL","2019","D","300000","300000","2019-06-01"
"Luis Caicedo","NER","2019","D","300000","300000","2019-06-01"
"Michael Parkhurst","ATL","2019","D","300000","300000","2019-09-13"
"Franco Escobar","ATL","2019","D","300000","300000","2019-09-13"
"Eric Remedi","ATL","2019","D","300000","300000","2019-09-13"
"Luis Caicedo","NER","2019","D","300000","300000","2019-09-13"
"Frédéric Brillant","DCU","2018","D","264999.96","299999.96","2018-05-01"
"Frédéric Brillant","DCU","2018","D","264999.96","299999.96","2018-09-15"
"Frédéric Brillant","DCU","2019","D","264999.96","299999.96","2019-09-13"
"Frédéric Brillant","NYC","2016","D","260000","299666.67","2016-09-15"
"Frédéric Brillant","NYC","2016","D","260000","299666.67","2016-05-15"
"Rod Fanni","MTL","2019","D","299250","299250","2019-09-13"
"Lucas Rodríguez","DCU","2019","M","262000","298550","2019-06-01"
"Lucas Rodríguez","DCU","2019","M","261999.96","298549.86","2019-09-13"
"Steven Beitashour","LAFC","2018","D","275000.04","298375.04","2018-05-01"
"Steven Beitashour","LAFC","2018","D","275000.04","298375.04","2018-09-15"
"Steven Beitashour","LAFC","2019","D","275000.04","298375.04","2019-09-13"
"Steven Beitashour","LAFC","2019","D","275000","298375","2019-06-01"
"Sean Franklin","DCU","2014","D","275000","298333.33","2014-04-01"
"Botond Baráth","SKC","2019","D","250000.08","297333.41","2019-09-13"
"Botond Baráth","SKC","2019","D","250000","297333","2019-06-01"
"Eriq Zavaleta","TOR","2019","D","275004","296962.33","2019-09-13"
"Eriq Zavaleta","TOR","2019","D","275004","296962","2019-06-01"
"Harrison Afful","CLB","2017","D","280000","296666.67","2017-04-15"
"Harrison Afful","CLB","2017","D","280000","296666.67","2017-09-15"
"Matteo Ferrari","MTL","2013","D","240000","295475","2013-08-01"
"Matteo Ferrari","MTL","2013","D","240000","295475","2013-09-15"
"Matteo Ferrari","MTL","2013","D","240000","295475","2013-05-01"
"Anthony Blondell","VAN","2018","F","249999.96","295203.21","2018-05-01"
"Anthony Blondell","VAN","2018","F","249999.96","295203.21","2018-09-15"
"Juan Carlos Toja","NER","2013","M","275000","295000","2013-08-01"
"Juan Carlos Toja","NER","2013","M","275000","295000","2013-09-15"
"Carlos Valdés","PHI","2014","D","295000","295000","2014-04-01"
"Juan Carlos Toja","NER","2013","M","275000","295000","2013-05-01"
"Carlos Valdés","PHI","2014","D","294999.96","294999.96","2014-09-15"
"Evan Bush","MTL","2019","GK","232000","294667","2019-06-01"
"Evan Bush","MTL","2019","GK","232000.08","294666.75","2019-09-13"
"Marco Ureña","LAFC","2018","F","279996","294412.67","2018-05-01"
"Marco Ureña","LAFC","2018","F","279996","294412.67","2018-09-15"
"Andrew Farrell","NER","2019","D","209230","294230","2019-06-01"
"Jack McInerney","MTL","2014","F","230000","294166.67","2014-04-01"
"Jack McInerney","MTL","2014","F","230000","294166.67","2014-09-15"
"Álvaro Fernández","SEA","2016","M","264000","294000","2016-09-15"
"Álvaro Fernández","SEA","2017","M","264000","294000","2017-04-15"
"Shalrie Joseph","SEA","2014","M","248500","294000","2014-04-01"
"Shalrie Joseph","NER","2014","M","248500","294000","2014-09-15"
"Brad Evans","SEA","2014","F","267665","293666.25","2014-04-01"
"Brad Evans","SEA","2014","F","267665","293666.25","2014-09-15"
"Luis Robles","NYRB","2017","GK","290000","292500","2017-04-15"
"José Bizama","HOU","2019","D","243636","292427.18","2019-09-13"
"Juan David Cabezas","HOU","2019","D","268008","292008","2019-06-01"
"Juan David Cabezas","HOU","2019","D","268008","292008","2019-09-13"
"Justen Glad","RSL","2018","D","270000","291700","2018-05-01"
"Justen Glad","RSL","2018","D","270000","291700","2018-09-15"
"Harrison Afful","CLB","2016","D","275000","291666.67","2016-09-15"
"Chad Marshall","SEA","2015","D","275000","291666.67","2015-07-15"
"Chad Marshall","SEA","2015","D","275000","291666.67","2015-09-15"
"Harrison Afful","CLB","2016","D","275000","291666.67","2016-05-15"
"Adrián López Rodríguez","MTL","2014","D","240000","291250","2014-04-01"
"Adrián López Rodríguez","MTL","2014","D","240000","291250","2014-09-15"
"Adrián Arregui","MTL","2017","M","240000","290976.67","2017-04-15"
"Jukka Raitala","MTL","2019","D","250000.08","290500.08","2019-09-13"
"Jukka Raitala","MTL","2019","D","250000","290500","2019-06-01"
"Chris Rolfe","DCU","2017","F","275000","290000","2017-04-15"
"Ethan Finlay","CLB","2017","M","290000","290000","2017-04-15"
"Ethan Finlay","MIN","2017","M","290000","290000","2017-09-15"
"Davy Arnaud","MTL","2013","M","275000","290000","2013-08-01"
"Juninho Pereira","LAG","2013","M","290000","290000","2013-08-01"
"Davy Arnaud","MTL","2013","M","275000","290000","2013-09-15"
"Juninho Pereira","LAG","2013","M","290000","290000","2013-09-15"
"Jámison Olave","NYRB","2014","D","280000","290000","2014-04-01"
"Jámison Olave","NYRB","2014","D","280000","290000","2014-09-15"
"Davy Arnaud","MTL","2013","M","275000","290000","2013-05-01"
"Juninho Pereira","LAG","2013","M","290000","290000","2013-05-01"
"Robin Jansson","ORL","2019","D","261000","289800","2019-06-01"
"Robin Jansson","ORL","2019","D","261000","289800","2019-09-13"
"Marco Ureña","SJE","2017","F","275004","289420.67","2017-04-15"
"Marco Ureña","SJE","2017","F","275004","289420.67","2017-09-15"
"Quincy Amarikwa","SJE","2018","F","275500","289166.67","2018-05-01"
"Quincy Amarikwa","MTL","2018","F","275500","289166.67","2018-09-15"
"Bashkim Kadrii","MIN","2017","M","264000","288100","2017-04-15"
"Hernán Bernardello","MTL","2017","M","288000","288000","2017-04-15"
"Hernán Bernardello","MTL","2017","M","288000","288000","2017-09-15"
"Sunny","RSL","2018","M","275000","288000","2018-05-01"
"Sunny","RSL","2018","M","275000","288000","2018-09-15"
"Vicente Sánchez","COL","2014","F","210000","286666.67","2014-04-01"
"Chad Marshall","SEA","2014","D","270000","286666.67","2014-04-01"
"Vicente Sánchez","COL","2014","F","210000","286666.67","2014-09-15"
"Chad Marshall","SEA","2014","D","270000","286666.67","2014-09-15"
"Vicente Sánchez","COL","2015","F","210000","286666.67","2015-07-15"
"Vicente Sánchez","COL","2015","F","210000","286666.67","2015-09-15"
"Cristian Higuita","ORL","2017","M","150000","286666.67","2017-09-15"
"Kenny Cooper","MTL","2015","F","220000","285625","2015-07-15"
"Kenny Cooper","MTL","2015","F","220000","285625","2015-09-15"
"Sebastien Le Toux","PHI","2015","M","275000","285228.13","2015-07-15"
"Sebastien Le Toux","PHI","2015","M","275000","285228.13","2015-09-15"
"Leandro González Pirez","ATL","2017","D","250008","285008","2017-04-15"
"Leandro González Pirez","ATL","2017","D","250008","285008","2017-09-15"
"Marvell Wynne","COL","2013","D","200000","285000","2013-08-01"
"Michael Gspurning","SEA","2013","GK","210000","285000","2013-08-01"
"Marvell Wynne","COL","2013","D","200000","285000","2013-09-15"
"Michael Gspurning","SEA","2013","GK","210000","285000","2013-09-15"
"Marvell Wynne","COL","2014","D","200000","285000","2014-04-01"
"Marvell Wynne","COL","2014","D","200000","285000","2014-09-15"
"Marvell Wynne","COL","2013","D","200000","285000","2013-05-01"
"Michael Gspurning","SEA","2013","GK","210000","285000","2013-05-01"
"Rafael Gladiador","DCU","2013","F","220000","284625","2013-05-01"
"Patrick Nyarko","CHI","2014","F","265000","284500","2014-04-01"
"Patrick Nyarko","CHI","2014","F","265000","284500","2014-09-15"
"Jordon Mutch","VAN","2018","M","156000","284166.67","2018-05-01"
"Jordon Mutch","VAN","2018","M","156000","284166.67","2018-09-15"
"Sean Franklin","DCU","2017","D","258756","283756","2017-04-15"
"Sean Franklin","DCU","2017","D","258756","283756","2017-09-15"
"Cristhian Paredes","POR","2018","M","252000","283500","2018-05-01"
"Cristhian Paredes","POR","2018","M","252000","283500","2018-09-15"
"Cristhian Paredes","POR","2019","M","252000","283500","2019-06-01"
"Cristhian Paredes","POR","2019","M","252000","283500","2019-09-13"
"Tony Tchani","CLB","2016","M","250000","283333.33","2016-09-15"
"Tony Tchani","CLB","2016","M","250000","283333.33","2016-05-15"
"Omar González","LAG","2013","D","205000","282000","2013-08-01"
"Omar González","LAG","2013","D","205000","282000","2013-09-15"
"Andrew Wenger","PHI","2015","D","180000","282000","2015-07-15"
"Andrew Wenger","PHI","2015","D","180000","282000","2015-09-15"
"Omar González","LAG","2013","D","205000","282000","2013-05-01"
"Francois Affolter","SJE","2019","D","249999.96","281999.96","2019-09-13"
"Sam Nicholson","MIN","2017","M","235008","281456","2017-09-15"
"Stefan Frei","SEA","2018","GK","275000","281250","2018-05-01"
"Aurélien Collin","SKC","2014","D","275000","281250","2014-04-01"
"Aurélien Collin","SKC","2014","D","275000","281250","2014-09-15"
"Emmanuel Ledesma","CIN","2019","M","249999.96","280833.29","2019-09-13"
"Emmanuel Ledesma","CIN","2019","M","250000","280833","2019-06-01"
"Felipe","NYRB","2016","M","250000","280000","2016-09-15"
"Kellyn Acosta","FCD","2017","M","260000","280000","2017-04-15"
"Andy O'Brien","VAN","2014","D","250000","280000","2014-04-01"
"Andy O'Brien","VAN","2014","D","250000","280000","2014-09-15"
"Felipe","NYRB","2016","M","250000","280000","2016-05-15"
"Kellyn Acosta","FCD","2017","M","260000","280000","2017-09-15"
"Bryan Róchez","ATL","2017","F","200000","279500","2017-04-15"
"Bryan Róchez","ORL","2015","F","200000","279500","2015-07-15"
"Bryan Róchez","ORL","2015","F","200000","279500","2015-09-15"
"Juan David Cabezas","HOU","2018","M","255156","279156","2018-05-01"
"Juan David Cabezas","HOU","2018","M","255156","279156","2018-09-15"
"Gideon Baah","NYRB","2016","D","230000","278000","2016-05-15"
"Kacper Przybylko","PHI","2019","F","240000","277000","2019-06-01"
"Kacper Przybylko","PHI","2019","F","240000","277000","2019-09-13"
"Auro","TOR","2019","D","225000","276667","2019-06-01"
"Auro","TOR","2019","D","225000","276666.67","2019-09-13"
"Gabriel Torres","COL","2013","F","264000","276500","2013-09-15"
"Giles Barnes","HOU","2015","M","264500","275658.33","2015-07-15"
"DaMarcus Beasley","HOU","2018","D","275004","275004","2018-05-01"
"DaMarcus Beasley","HOU","2018","D","275004","275004","2018-09-15"
"David Bingham","LAG","2018","GK","275000.04","275000.04","2018-05-01"
"David Bingham","LAG","2018","GK","275000.04","275000.04","2018-09-15"
"DaMarcus Beasley","HOU","2019","D","275000.04","275000.04","2019-09-13"
"Chris Rolfe","DCU","2017","F","275000","275000","2017-09-15"
"Nick DeLeon","DCU","2018","M","275000","275000","2018-05-01"
"Nick DeLeon","DCU","2018","M","275000","275000","2018-09-15"
"Edson Buddle","COL","2013","F","275000","275000","2013-08-01"
"Edson Buddle","COL","2013","F","275000","275000","2013-09-15"
"DaMarcus Beasley","HOU","2019","D","275000","275000","2019-06-01"
"Nigel Reo-Coker","MTL","2015","D","275000","275000","2015-07-15"
"Dillon Powers","COL","2015","M","245000","275000","2015-07-15"
"Nigel Reo-Coker","MTL","2015","D","275000","275000","2015-09-15"
"Dillon Powers","COL","2015","M","245000","275000","2015-09-15"
"Edson Buddle","COL","2013","F","275000","275000","2013-05-01"
"Gary Mackay-Steven","NYC","2019","M","260000.04","274833.37","2019-09-13"
"Valentín Castellanos","NYC","2019","M","249999.96","274806.41","2019-09-13"
"Valentín Castellanos","NYC","2019","M","250000","274806","2019-06-01"
"Gabriel Torres","COL","2015","F","262000","274500","2015-07-15"
"Gabriel Torres","COL","2015","F","262000","274500","2015-09-15"
"Darwin Cerén","HOU","2018","M","225000","274375","2018-05-01"
"Emiliano Amor","SKC","2018","D","225000","274375","2018-05-01"
"Darwin Cerén","HOU","2018","M","225000","274375","2018-09-15"
"Wilfried Moimbé","MIN","2019","D","252000","274275","2019-09-13"
"Brandon McDonald","RSL","2013","M","235000","273250","2013-08-01"
"Brandon McDonald","RSL","2013","M","235000","273250","2013-09-15"
"Brandon McDonald","DCU","2013","M","235000","273250","2013-05-01"
"Dilly Duka","CHI","2013","M","140000","273000","2013-08-01"
"Dilly Duka","CHI","2013","M","140000","273000","2013-09-15"
"Francois Affolter","SJE","2019","D","250000","273000","2019-06-01"
"Dilly Duka","CHI","2013","M","140000","273000","2013-05-01"
"Joaquín Ardáiz","VAN","2019","F","272727.12","272727.12","2019-09-13"
"Joaquín Ardáiz","VAN","2019","F","272727","272727","2019-06-01"
"Auro","TOR","2018","D","200004","272504","2018-05-01"
"Auro","TOR","2018","D","200004","272504","2018-09-15"
"Chris Rolfe","DCU","2016","F","257500","272500","2016-09-15"
"Chris Rolfe","DCU","2016","F","257500","272500","2016-05-15"
"Darren Mattocks","VAN","2015","F","180000","272000","2015-07-15"
"Darren Mattocks","VAN","2015","F","180000","272000","2015-09-15"
"Vytautas Andriuskevicius","POR","2018","D","250000","271875","2018-05-01"
"Vytautas Andriuskevicius","DCU","2018","D","250000","271875","2018-09-15"
"Troy Perkins","MTL","2014","GK","250000","271833.33","2014-04-01"
"Troy Perkins","MTL","2014","GK","250000","271833.33","2014-09-15"
"Andreas Ivanschitz","SEA","2016","M","250000","271250","2016-09-15"
"Andreas Ivanschitz","SEA","2016","M","250000","271250","2016-05-15"
"Jeff Larentowicz","CHI","2015","D","265000","271000","2015-07-15"
"Jeff Larentowicz","CHI","2015","D","265000","271000","2015-09-15"
"Teal Bunbury","NER","2019","M","225750","270750","2019-06-01"
"Teal Bunbury","NER","2019","F","225750","270750","2019-09-13"
"Paulo Nagamura","SKC","2013","M","265000","270500","2013-08-01"
"Paulo Nagamura","SKC","2013","M","265000","270500","2013-09-15"
"Drew Moor","COL","2015","D","258500","270500","2015-07-15"
"Drew Moor","COL","2015","D","258500","270500","2015-09-15"
"Paulo Nagamura","SKC","2013","M","265000","270500","2013-05-01"
"Quincy Amarikwa","SJE","2017","F","256500","270166.67","2017-04-15"
"Quincy Amarikwa","SJE","2017","F","256500","270166.67","2017-09-15"
"Jack McInerney","POR","2016","F","270000","270000","2016-09-15"
"Rolf Feltscher","LAG","2018","D","240000","270000","2018-05-01"
"Víctor Cabrera","MTL","2018","D","270000","270000","2018-05-01"
"Rolf Feltscher","LAG","2018","D","240000","270000","2018-09-15"
"Víctor Cabrera","MTL","2018","D","270000","270000","2018-09-15"
"Eric Alexander","CIN","2019","M","270000","270000","2019-06-01"
"Greg Garza","CIN","2019","D","270000","270000","2019-06-01"
"Jack McInerney","POR","2016","F","270000","270000","2016-05-15"
"Eric Alexander","FCD","2019","M","270000","270000","2019-09-13"
"Greg Garza","CIN","2019","D","270000","270000","2019-09-13"
"Andrew Farrell","NER","2018","D","182600","267600","2018-05-01"
"Andrew Farrell","NER","2018","D","182600","267600","2018-09-15"
"Luis Robles","NYRB","2016","GK","265000","267500","2016-09-15"
"Luis Robles","NYRB","2016","GK","265000","267500","2016-05-15"
"Michael Boxall","MIN","2018","D","250008","267341.33","2018-05-01"
"Michael Boxall","MIN","2018","D","250008","267341.33","2018-09-15"
"Jorge Bava","CHI","2017","GK","240000","267133.34","2017-04-15"
"Jorge Bava","CHI","2017","GK","240000","267133.34","2017-09-15"
"Juan David Cabezas","HOU","2017","M","243000","267000","2017-04-15"
"Juan David Cabezas","HOU","2017","M","243000","267000","2017-09-15"
"Diego Rubio","SKC","2018","F","250000","266875","2018-05-01"
"Diego Rubio","SKC","2018","F","250000","266875","2018-09-15"
"Sebastián Jaime","RSL","2015","F","200000","266666.67","2015-07-15"
"Sebastián Jaime","RSL","2015","F","200000","266666.67","2015-09-15"
"Víctor Bernárdez","SJE","2017","D","225000","266600","2017-04-15"
"Víctor Bernárdez","SJE","2017","D","225000","266600","2017-09-15"
"David Ousted","VAN","2014","GK","250000","266156.25","2014-04-01"
"David Ousted","VAN","2014","GK","250000","266156.25","2014-09-15"
"Darlington Nagbe","POR","2013","M","130000","266000","2013-08-01"
"Darlington Nagbe","POR","2013","M","130000","266000","2013-09-15"
"Darlington Nagbe","POR","2013","M","130000","266000","2013-05-01"
"Kenny Cooper","SEA","2014","F","200000","265625","2014-04-01"
"Kenny Cooper","SEA","2014","F","200000","265625","2014-09-15"
"Jack Elliott","PHI","2019","D","250000.08","265000.08","2019-09-13"
"Mauro Rosales","VAN","2015","M","215000","265000","2015-07-15"
"Mauro Rosales","VAN","2015","M","215000","265000","2015-09-15"
"Jack Elliott","PHI","2019","D","250000","265000","2019-06-01"
"Mauro Manotas","HOU","2018","F","264328.08","264328.08","2018-05-01"
"Mauro Manotas","HOU","2018","F","264328.08","264328.08","2018-09-15"
"Steven Beitashour","TOR","2017","D","250000","264000","2017-04-15"
"Omar Cummings","HOU","2014","F","250000","264000","2014-04-01"
"Omar Cummings","HOU","2014","F","250000","264000","2014-09-15"
"Steven Beitashour","TOR","2017","D","250000","264000","2017-09-15"
"Andrew Farrell","NER","2017","D","182600","263600","2017-04-15"
"Andrew Farrell","NER","2017","D","182600","263600","2017-09-15"
"Eriq Zavaleta","TOR","2018","D","225000","263558.45","2018-05-01"
"Eriq Zavaleta","TOR","2018","D","225000","263558.45","2018-09-15"
"Cedrick Mabwati","CLB","2016","M","235000","263350","2016-09-15"
"Cedrick Mabwati","CLB","2016","M","235000","263350","2016-05-15"
"Gláuber","CLB","2013","D","215000","263333.33","2013-08-01"
"Gláuber","CLB","2013","D","215000","263333.33","2013-09-15"
"Gláuber","CLB","2013","D","215000","263333.33","2013-05-01"
"Jonathan Bornstein","CHI","2019","D","240000","263200","2019-09-13"
"Darlington Nagbe","POR","2015","M","244000","263000","2015-07-15"
"Darlington Nagbe","POR","2015","M","244000","263000","2015-09-15"
"Sebastien Le Toux","PHI","2014","M","250000","262812.5","2014-04-01"
"Sebastien Le Toux","PHI","2014","M","250000","262812.5","2014-09-15"
"Stefan Frei","SEA","2018","GK","250000.08","262500.08","2018-09-15"
"Erik Friberg","SEA","2016","M","240000","262500","2016-09-15"
"Gabriel Torres","COL","2014","F","250000","262500","2014-04-01"
"Gabriel Torres","COL","2014","F","250000","262500","2014-09-15"
"Emanuel Pogatetz","CLB","2015","D","250000","262500","2015-07-15"
"Dax McCarty","NYRB","2015","M","220000","262500","2015-07-15"
"Emanuel Pogatetz","CLB","2015","D","250000","262500","2015-09-15"
"Dax McCarty","NYRB","2015","M","220000","262500","2015-09-15"
"Erik Friberg","SEA","2016","M","240000","262500","2016-05-15"
"Eric Hassli","FCD","2013","F","237276","262276","2013-08-01"
"Eric Hassli","FCD","2013","F","237276","262276","2013-09-15"
"Eric Hassli","FCD","2013","F","237276","262276","2013-05-01"
"Drew Moor","TOR","2017","D","246750","261750","2017-04-15"
"Drew Moor","TOR","2017","D","246750","261750","2017-09-15"
"Sean Davis","NYRB","2018","M","225000","261666.67","2018-05-01"
"Sean Davis","NYRB","2018","M","225000","261666.67","2018-09-15"
"Jefferson Mena","NYC","2017","D","250000","261400","2017-04-15"
"Jefferson Mena","NYC","2017","D","250000","261400","2017-09-15"
"Carlos Bocanegra","CHV","2013","D","228000","261333.33","2013-08-01"
"Carlos Bocanegra","CHV","2013","D","228000","261333.33","2013-09-15"
"Eloi Amagat","NYC","2018","M","240000","261250","2018-09-15"
"Gershon Koffie","NER","2016","M","250000","261000","2016-09-15"
"José Mari","COL","2014","M","230000","261000","2014-04-01"
"José Mari","COL","2014","M","230000","261000","2014-09-15"
"Hérculez Gómez","TOR","2015","F","240000","261000","2015-09-15"
"Gershon Koffie","NER","2016","M","250000","261000","2016-05-15"
"João Pedro","LAG","2019","M","240000","261000","2019-06-01"
"João Pedro","LAG","2019","M","240000","261000","2019-09-13"
"Quincy Amarikwa","SJE","2016","F","247000","260666.67","2016-09-15"
"Quincy Amarikwa","SJE","2016","F","247000","260666.67","2016-05-15"
"Matías Pérez García","ORL","2017","F","260004","260004","2017-04-15"
"Eric Alexander","HOU","2018","M","260004","260004","2018-05-01"
"Eric Alexander","HOU","2018","M","260004","260004","2018-09-15"
"Patrick Mullins","CLB","2019","F","260004","260004","2019-06-01"
"Patrick Mullins","TOR","2019","F","260004","260004","2019-09-13"
"Teal Bunbury","NER","2018","F","215000.04","260000.04","2018-05-01"
"Teal Bunbury","NER","2018","F","215000.04","260000.04","2018-09-15"
"Bobby Boswell","DCU","2016","D","260000","260000","2016-09-15"
"Bobby Boswell","DCU","2017","D","260000","260000","2017-04-15"
"Teal Bunbury","NER","2017","F","215000","260000","2017-04-15"
"Víctor Cabrera","MTL","2017","D","260000","260000","2017-04-15"
"Bobby Boswell","ATL","2017","D","260000","260000","2017-09-15"
"Donovan Ricketts","POR","2014","GK","260000","260000","2014-04-01"
"Darlington Nagbe","POR","2014","M","250000","260000","2014-04-01"
"Donovan Ricketts","POR","2014","GK","260000","260000","2014-09-15"
"Darlington Nagbe","POR","2014","M","250000","260000","2014-09-15"
"Donovan Ricketts","ORL","2015","GK","260000","260000","2015-07-15"
"Adam Larsen Kwarasey","POR","2015","GK","260000","260000","2015-07-15"
"Jean-Baptiste Pierazzi","SJE","2015","M","260000","260000","2015-07-15"
"Donovan Ricketts","LAG","2015","GK","260000","260000","2015-09-15"
"Adam Larsen Kwarasey","POR","2015","GK","260000","260000","2015-09-15"
"Jean-Baptiste Pierazzi","SJE","2015","M","260000","260000","2015-09-15"
"Bobby Boswell","DCU","2016","D","260000","260000","2016-05-15"
"Teal Bunbury","NER","2017","F","215000","260000","2017-09-15"
"Víctor Cabrera","MTL","2017","D","260000","260000","2017-09-15"
"Zack Steffen","CLB","2019","GK","260000","260000","2019-06-01"
"Ola Kamara","DCU","2019","M","240000","260000","2019-09-13"
"Bryan Róchez","ORL","2016","F","180000","259500","2016-09-15"
"Bryan Róchez","ORL","2016","F","180000","259500","2016-05-15"
"Benoit Cheyrou","TOR","2016","M","250000","259333.33","2016-05-15"
"Benoit Cheyrou","TOR","2015","M","249999.96","259333.29","2015-09-15"
"Boniek García","HOU","2014","F","199992","258742","2014-04-01"
"Boniek García","HOU","2014","F","199992","258742","2014-09-15"
"Giles Barnes","HOU","2015","M","247500","258375","2015-09-15"
"Cédric Hountondji","NYC","2018","D","220000.08","258333.41","2018-05-01"
"Cédric Hountondji","NYC","2018","D","220000.08","258333.41","2018-09-15"
"Kelyn Rowe","NER","2018","M","193000","258000","2018-05-01"
"Kelyn Rowe","NER","2018","M","193000","258000","2018-09-15"
"Steven Lenhart","SJE","2014","F","250000","257500","2014-04-01"
"Steven Lenhart","SJE","2014","F","250000","257500","2014-09-15"
"Perry Kitchen","DCU","2015","D","172000","257450","2015-07-15"
"Perry Kitchen","DCU","2015","D","172000","257450","2015-09-15"
"Marco Donadel","MTL","2017","M","72000","257328","2017-09-15"
"Marvell Wynne","SJE","2017","D","245808","257058","2017-04-15"
"Marvell Wynne","SJE","2017","D","245808","257058","2017-09-15"
"Sean Franklin","DCU","2016","D","225000","256666.67","2016-09-15"
"Sean Franklin","DCU","2016","D","225000","256666.67","2016-05-15"
"Muhamed Keita","NYRB","2017","F","200012.04","256401.04","2017-09-15"
"Stefan Frei","SEA","2017","GK","250000","256250","2017-04-15"
"Aurélien Collin","SKC","2013","D","250000","256250","2013-08-01"
"Aurélien Collin","SKC","2013","D","250000","256250","2013-09-15"
"Stefan Frei","SEA","2017","GK","250000","256250","2017-09-15"
"Aurélien Collin","SKC","2013","D","250000","256250","2013-05-01"
"Aníbal Godoy","SJE","2017","M","229992","256242","2017-04-15"
"Aníbal Godoy","SJE","2017","M","229992","256242","2017-09-15"
"Kemar Lawrence","NYRB","2018","D","150000","255600","2018-05-01"
"Kemar Lawrence","NYRB","2018","D","150000","255600","2018-09-15"
"Robbie Findley","TOR","2015","F","225000","255500","2015-07-15"
"Robbie Findley","TOR","2015","F","225000","255500","2015-09-15"
"Nat Borchers","POR","2016","D","245000","255000","2016-09-15"
"Hassoun Camara","MTL","2017","D","255000","255000","2017-04-15"
"Nick DeLeon","DCU","2017","M","255000","255000","2017-04-15"
"Nick DeLeon","DCU","2017","M","255000","255000","2017-09-15"
"Hassoun Camara","MTL","2017","D","255000","255000","2017-09-15"
"Nat Borchers","POR","2016","D","245000","255000","2016-05-15"
"Mathieu Deplagne","CIN","2019","D","240000","254400","2019-06-01"
"Mathieu Deplagne","CIN","2019","D","240000","254400","2019-09-13"
"A.J. DeLaGarza","HOU","2019","D","250000","253750","2019-06-01"
"Cedrick Mabwati","CLB","2015","M","234999.96","253749.96","2015-07-15"
"A.J. DeLaGarza","HOU","2019","D","249999.96","253749.96","2019-09-13"
"Christian Bolaños","VAN","2016","M","250000","253500","2016-09-15"
"Christian Bolaños","VAN","2017","M","250000","253500","2017-04-15"
"Christian Bolaños","VAN","2017","M","250000","253500","2017-09-15"
"Christian Bolaños","VAN","2016","M","250000","253500","2016-05-15"
"Sean Johnson","CHI","2016","GK","250000","253000","2016-09-15"
"Sunny","RSL","2017","M","240000","253000","2017-04-15"
"Sunny","RSL","2017","M","240000","253000","2017-09-15"
"Sean Johnson","CHI","2014","GK","250000","253000","2014-04-01"
"Sean Johnson","CHI","2014","GK","250000","253000","2014-09-15"
"Sean Johnson","CHI","2015","GK","250000","253000","2015-07-15"
"Sean Johnson","CHI","2015","GK","250000","253000","2015-09-15"
"Sean Johnson","CHI","2016","GK","250000","253000","2016-05-15"
"Marco Delgado","TOR","2019","M","253000","253000","2019-06-01"
"Marco Delgado","TOR","2019","M","252999.96","252999.96","2019-09-13"
"Sebastian Lletget","LAG","2018","M","240000","252666.67","2018-05-01"
"Sebastian Lletget","LAG","2018","M","240000","252666.67","2018-09-15"
"A.J. DeLaGarza","HOU","2017","D","250000","252500","2017-04-15"
"Romell Quioto","HOU","2018","F","240000","252500","2018-05-01"
"Romell Quioto","HOU","2018","F","240000","252500","2018-09-15"
"A.J. DeLaGarza","HOU","2017","D","250000","252500","2017-09-15"
"Waylon Francis","CLB","2017","D","227500","251875","2017-04-15"
"Waylon Francis","CLB","2017","D","227500","251875","2017-09-15"
"Dominic Oduro","CLB","2014","F","250000","251666.67","2014-04-01"
"Dominic Oduro","TOR","2014","F","250000","251666.67","2014-09-15"
"Dominic Oduro","MTL","2015","F","250000","251666.67","2015-07-15"
"Dominic Oduro","MTL","2015","F","250000","251666.67","2015-09-15"
"Alvas Powell","CIN","2019","D","235000","251625","2019-06-01"
"Alvas Powell","CIN","2019","D","234999.96","251624.96","2019-09-13"
"Víctor Bernárdez","SJE","2016","D","210000","251600","2016-09-15"
